event_id,hcp_id,invited_at,channel,eligible_reason
EV2005,HCP101267,2024-08-08,Rep,Product affinity
EV2005,HCP101114,2024-07-18,Rep,Combination of factors
EV2005,HCP102491,2024-08-12,Email,Patient-volume threshold
EV2005,HCP100992,2024-08-05,Email,Combination of factors
EV2005,HCP101090,2024-08-12,Email,Combination of factors
EV2005,HCP101430,2024-07-23,Rep,Product affinity
EV2005,HCP101019,2024-08-31,Email,Combination of factors
EV2005,HCP100031,2024-08-26,Phone,Geographic proximity
EV2005,HCP102253,2024-07-30,Portal,Patient-volume threshold
EV2005,HCP102271,2024-08-15,Portal,Prior engagement
EV2005,HCP101155,2024-08-11,Email,Product affinity
EV2005,HCP102110,2024-08-29,Email,Combination of factors
EV2005,HCP100537,2024-07-25,Portal,Product affinity
EV2005,HCP100939,2024-08-07,Rep,Combination of factors
EV2005,HCP101768,2024-08-29,Phone,Specialty match
EV2005,HCP100529,2024-08-14,Phone,Combination of factors
EV2005,HCP102002,2024-08-29,Phone,Patient-volume threshold
EV2005,HCP100048,2024-08-07,Email,Combination of factors
EV2005,HCP101830,2024-08-22,Email,Product affinity
EV2005,HCP100623,2024-07-31,Portal,Specialty match
EV2005,HCP101583,2024-08-12,Email,Patient-volume threshold
EV2005,HCP101249,2024-08-05,Email,Product affinity
EV2005,HCP100605,2024-08-25,Portal,Patient-volume threshold
EV2005,HCP100803,2024-08-08,Email,Product affinity
EV2005,HCP102171,2024-08-29,Email,Product affinity
EV2005,HCP100313,2024-08-04,Portal,Product affinity
EV2005,HCP101838,2024-08-15,Email,Combination of factors
EV2005,HCP100156,2024-08-05,Email,Prior engagement
EV2005,HCP102241,2024-08-15,Email,Patient-volume threshold
EV2005,HCP100519,2024-08-05,Email,Product affinity
EV2005,HCP101216,2024-08-13,Email,Product affinity
EV2005,HCP101466,2024-08-09,Rep,Prior engagement
EV2005,HCP100222,2024-08-03,Email,Combination of factors
EV2005,HCP101420,2024-07-22,Rep,Combination of factors
EV2005,HCP102194,2024-07-26,Rep,Combination of factors
EV2005,HCP100679,2024-08-11,Rep,Product affinity
EV2005,HCP100311,2024-08-02,Rep,Product affinity
EV2005,HCP101503,2024-08-15,Rep,Product affinity
EV2005,HCP101276,2024-08-12,Rep,Patient-volume threshold
EV2005,HCP100565,2024-08-06,Rep,Product affinity
EV2005,HCP101151,2024-08-25,Email,Patient-volume threshold
EV2005,HCP100721,2024-08-01,Portal,Specialty match
EV2005,HCP101264,2024-07-31,Portal,Product affinity
EV2005,HCP100502,2024-08-13,Email,Product affinity
EV2005,HCP102489,2024-07-09,Rep,Patient-volume threshold
EV2005,HCP101708,2024-08-29,Email,Specialty match
EV2005,HCP101807,2024-08-23,Email,Product affinity
EV2005,HCP100916,2024-08-14,Email,Patient-volume threshold
EV2005,HCP101220,2024-08-15,Email,Patient-volume threshold
EV2005,HCP102222,2024-08-26,Email,Product affinity
EV2005,HCP100454,2024-08-03,Email,Combination of factors
EV2005,HCP100220,2024-08-15,Email,Specialty match
EV2005,HCP102100,2024-08-26,Email,Product affinity
EV2005,HCP102016,2024-08-10,Rep,Product affinity
EV2005,HCP101464,2024-08-12,Email,Combination of factors
EV2005,HCP101014,2024-07-24,Rep,Combination of factors
EV2005,HCP101395,2024-08-21,Email,Product affinity
EV2005,HCP101185,2024-08-02,Rep,Patient-volume threshold
EV2005,HCP100495,2024-08-13,Email,Combination of factors
EV2005,HCP101135,2024-08-16,Portal,Specialty match
EV2005,HCP102385,2024-08-03,Rep,Prior engagement
EV2005,HCP100530,2024-08-22,Email,Product affinity
EV2005,HCP102374,2024-08-09,Email,Combination of factors
EV2005,HCP101469,2024-08-21,Email,Combination of factors
EV2005,HCP100328,2024-07-27,Rep,Specialty match
EV2005,HCP100632,2024-08-03,Email,Combination of factors
EV2005,HCP101532,2024-08-17,Portal,Patient-volume threshold
EV2005,HCP102259,2024-08-13,Email,Product affinity
EV2005,HCP102481,2024-08-14,Phone,Product affinity
EV2005,HCP100900,2024-08-10,Portal,Combination of factors
EV2005,HCP100573,2024-08-10,Portal,Combination of factors
EV2005,HCP100211,2024-08-19,Phone,Product affinity
EV2005,HCP100621,2024-08-28,Email,Product affinity
EV2005,HCP101049,2024-08-06,Portal,Patient-volume threshold
EV2005,HCP100966,2024-08-28,Email,Product affinity
EV2005,HCP101887,2024-08-08,Email,Product affinity
EV2005,HCP101829,2024-08-12,Rep,Product affinity
EV2005,HCP101964,2024-08-17,Email,Specialty match
EV2005,HCP100462,2024-08-04,Email,Patient-volume threshold
EV2005,HCP102250,2024-08-24,Email,Product affinity
EV2005,HCP101484,2024-08-29,Email,Combination of factors
EV2005,HCP102376,2024-08-20,Email,Product affinity
EV2005,HCP102377,2024-08-24,Email,Combination of factors
EV2005,HCP101697,2024-08-20,Email,Patient-volume threshold
EV2005,HCP100086,2024-08-16,Email,Combination of factors
EV2005,HCP100407,2024-08-23,Email,Patient-volume threshold
EV2005,HCP102476,2024-08-24,Email,Specialty match
EV2005,HCP102176,2024-07-28,Rep,Prior engagement
EV2005,HCP101515,2024-08-17,Phone,Combination of factors
EV2005,HCP102452,2024-08-14,Email,Combination of factors
EV2005,HCP100724,2024-08-10,Email,Patient-volume threshold
EV2005,HCP101692,2024-07-18,Rep,Product affinity
EV2005,HCP100883,2024-08-28,Email,Combination of factors
EV2005,HCP101199,2024-08-08,Email,Prior engagement
EV2005,HCP102158,2024-08-17,Rep,Product affinity
EV2005,HCP100178,2024-08-23,Email,Product affinity
EV2005,HCP102357,2024-07-21,Rep,Product affinity
EV2005,HCP101519,2024-08-26,Portal,Patient-volume threshold
EV2005,HCP100968,2024-08-24,Email,Combination of factors
EV2005,HCP102192,2024-08-08,Email,Product affinity
EV2005,HCP100551,2024-08-11,Email,Product affinity
EV2005,HCP102317,2024-08-08,Email,Combination of factors
EV2005,HCP101321,2024-08-25,Email,Product affinity
EV2005,HCP101599,2024-08-15,Phone,Product affinity
EV2005,HCP101581,2024-08-03,Email,Product affinity
EV2005,HCP101001,2024-08-23,Email,Combination of factors
EV2005,HCP100076,2024-07-17,Rep,Product affinity
EV2005,HCP101890,2024-08-02,Portal,Combination of factors
EV2005,HCP101949,2024-07-11,Rep,Product affinity
EV2005,HCP101048,2024-07-10,Rep,Patient-volume threshold
EV2005,HCP102458,2024-08-15,Phone,Product affinity
EV2005,HCP100488,2024-08-04,Email,Specialty match
EV2005,HCP101601,2024-08-20,Email,Product affinity
EV2005,HCP100378,2024-08-23,Email,Combination of factors
EV2005,HCP102448,2024-08-19,Phone,Patient-volume threshold
EV2005,HCP100415,2024-08-18,Email,Product affinity
EV2005,HCP100969,2024-08-13,Rep,Product affinity
EV2006,HCP100032,2024-07-11,Rep,Product affinity
EV2006,HCP100055,2024-09-01,Phone,Product affinity
EV2006,HCP100999,2024-08-08,Rep,Product affinity
EV2006,HCP101356,2024-08-19,Email,Combination of factors
EV2006,HCP101296,2024-07-21,Rep,Patient-volume threshold
EV2006,HCP100126,2024-07-29,Portal,Product affinity
EV2006,HCP102257,2024-08-04,Portal,Product affinity
EV2006,HCP100095,2024-08-12,Email,Specialty match
EV2006,HCP101959,2024-08-01,Rep,Product affinity
EV2006,HCP102202,2024-08-30,Phone,Product affinity
EV2006,HCP102304,2024-08-17,Email,Product affinity
EV2006,HCP100962,2024-08-31,Email,Combination of factors
EV2006,HCP102179,2024-07-11,Rep,Combination of factors
EV2006,HCP100135,2024-08-08,Rep,Product affinity
EV2006,HCP102375,2024-08-09,Rep,Product affinity
EV2006,HCP100566,2024-08-22,Phone,Combination of factors
EV2006,HCP101285,2024-08-29,Portal,Combination of factors
EV2006,HCP100664,2024-08-19,Rep,Combination of factors
EV2006,HCP100922,2024-08-17,Email,Product affinity
EV2006,HCP101568,2024-07-18,Rep,Product affinity
EV2006,HCP100252,2024-07-31,Rep,Product affinity
EV2006,HCP100161,2024-08-17,Rep,Patient-volume threshold
EV2006,HCP101605,2024-08-21,Email,Combination of factors
EV2006,HCP102175,2024-08-07,Portal,Specialty match
EV2006,HCP101894,2024-08-16,Portal,Combination of factors
EV2006,HCP102336,2024-08-16,Email,Product affinity
EV2006,HCP101457,2024-08-21,Portal,Combination of factors
EV2006,HCP101513,2024-08-16,Phone,Product affinity
EV2006,HCP100298,2024-08-06,Email,Combination of factors
EV2006,HCP100631,2024-09-03,Phone,Prior engagement
EV2006,HCP100249,2024-08-07,Email,Product affinity
EV2006,HCP102239,2024-07-16,Rep,Product affinity
EV2006,HCP101271,2024-08-05,Rep,Product affinity
EV2006,HCP100002,2024-08-07,Email,Product affinity
EV2006,HCP102397,2024-08-31,Email,Patient-volume threshold
EV2006,HCP101124,2024-08-05,Portal,Combination of factors
EV2006,HCP100848,2024-08-17,Rep,Combination of factors
EV2006,HCP101226,2024-08-24,Portal,Product affinity
EV2006,HCP100852,2024-08-21,Email,Product affinity
EV2006,HCP101836,2024-08-18,Email,Product affinity
EV2006,HCP100593,2024-09-02,Email,Product affinity
EV2006,HCP101901,2024-07-13,Rep,Combination of factors
EV2006,HCP100757,2024-08-23,Email,Product affinity
EV2006,HCP100133,2024-08-19,Rep,Patient-volume threshold
EV2006,HCP102224,2024-08-24,Email,Patient-volume threshold
EV2006,HCP100601,2024-08-14,Email,Product affinity
EV2006,HCP100293,2024-08-26,Email,Product affinity
EV2006,HCP100393,2024-08-13,Portal,Combination of factors
EV2006,HCP101346,2024-08-09,Email,Product affinity
EV2006,HCP101339,2024-07-14,Rep,Specialty match
EV2006,HCP100196,2024-08-12,Rep,Combination of factors
EV2006,HCP101102,2024-08-09,Email,Patient-volume threshold
EV2006,HCP100343,2024-09-02,Email,Specialty match
EV2006,HCP102443,2024-08-02,Rep,Product affinity
EV2006,HCP101986,2024-07-22,Rep,Combination of factors
EV2006,HCP101394,2024-08-19,Phone,Combination of factors
EV2006,HCP100730,2024-07-15,Rep,Specialty match
EV2006,HCP100202,2024-08-23,Phone,Product affinity
EV2006,HCP100963,2024-08-31,Email,Specialty match
EV2006,HCP101053,2024-07-28,Rep,Product affinity
EV2006,HCP101423,2024-08-11,Rep,Product affinity
EV2006,HCP101586,2024-08-16,Phone,Product affinity
EV2006,HCP100420,2024-08-09,Rep,Product affinity
EV2006,HCP100639,2024-08-22,Email,Patient-volume threshold
EV2006,HCP100086,2024-07-17,Rep,Combination of factors
EV2006,HCP100534,2024-08-31,Phone,Combination of factors
EV2007,HCP101074,2024-08-07,Rep,Patient-volume threshold
EV2007,HCP101416,2024-08-02,Rep,Product affinity
EV2007,HCP101340,2024-07-23,Rep,Combination of factors
EV2007,HCP101739,2024-08-01,Rep,Product affinity
EV2007,HCP100160,2024-08-27,Phone,Product affinity
EV2007,HCP100807,2024-07-12,Rep,Patient-volume threshold
EV2007,HCP101382,2024-07-12,Rep,Prior engagement
EV2007,HCP101031,2024-09-01,Email,Combination of factors
EV2007,HCP102416,2024-08-20,Portal,Combination of factors
EV2007,HCP101820,2024-07-28,Rep,Product affinity
EV2007,HCP102083,2024-08-02,Portal,Product affinity
EV2007,HCP100415,2024-08-15,Email,Geographic proximity
EV2007,HCP102359,2024-08-19,Email,Product affinity
EV2007,HCP101577,2024-08-19,Portal,Patient-volume threshold
EV2007,HCP100650,2024-07-11,Rep,Combination of factors
EV2007,HCP100280,2024-08-22,Email,Geographic proximity
EV2007,HCP102457,2024-08-08,Email,Combination of factors
EV2007,HCP101766,2024-08-22,Phone,Product affinity
EV2007,HCP100370,2024-08-11,Rep,Product affinity
EV2007,HCP100998,2024-08-31,Phone,Geographic proximity
EV2007,HCP101848,2024-08-31,Email,Product affinity
EV2007,HCP100903,2024-08-24,Email,Product affinity
EV2007,HCP100568,2024-07-25,Rep,Combination of factors
EV2007,HCP101423,2024-09-04,Phone,Combination of factors
EV2007,HCP100091,2024-07-14,Rep,Combination of factors
EV2007,HCP101097,2024-08-19,Rep,Geographic proximity
EV2007,HCP101204,2024-07-25,Rep,Product affinity
EV2007,HCP102118,2024-08-05,Portal,Product affinity
EV2007,HCP100718,2024-08-14,Email,Product affinity
EV2007,HCP100876,2024-08-14,Rep,Combination of factors
EV2007,HCP102287,2024-08-01,Rep,Product affinity
EV2007,HCP100905,2024-08-17,Email,Combination of factors
EV2007,HCP100649,2024-08-07,Email,Product affinity
EV2007,HCP101291,2024-08-14,Rep,Geographic proximity
EV2007,HCP100586,2024-08-14,Rep,Patient-volume threshold
EV2007,HCP100490,2024-08-29,Email,Geographic proximity
EV2007,HCP100776,2024-08-23,Phone,Product affinity
EV2007,HCP101949,2024-07-24,Rep,Product affinity
EV2007,HCP100820,2024-08-30,Phone,Combination of factors
EV2007,HCP100621,2024-09-02,Email,Product affinity
EV2007,HCP100619,2024-09-02,Email,Geographic proximity
EV2007,HCP100755,2024-08-26,Email,Specialty match
EV2007,HCP100421,2024-08-27,Email,Prior engagement
EV2007,HCP102401,2024-08-26,Portal,Combination of factors
EV2007,HCP101124,2024-09-02,Email,Patient-volume threshold
EV2007,HCP102288,2024-08-05,Portal,Prior engagement
EV2007,HCP100532,2024-07-23,Rep,Specialty match
EV2007,HCP101283,2024-09-02,Email,Combination of factors
EV2007,HCP100948,2024-08-14,Rep,Product affinity
EV2007,HCP101196,2024-08-16,Email,Geographic proximity
EV2007,HCP101248,2024-08-23,Portal,Combination of factors
EV2007,HCP101385,2024-08-25,Phone,Prior engagement
EV2007,HCP101927,2024-08-07,Email,Geographic proximity
EV2007,HCP102420,2024-08-28,Email,Combination of factors
EV2007,HCP100974,2024-08-07,Email,Specialty match
EV2007,HCP102426,2024-08-20,Email,Combination of factors
EV2007,HCP102222,2024-08-30,Email,Product affinity
EV2007,HCP102414,2024-08-18,Email,Geographic proximity
EV2007,HCP100014,2024-08-19,Rep,Specialty match
EV2007,HCP101185,2024-08-26,Portal,Combination of factors
EV2007,HCP100711,2024-08-16,Email,Combination of factors
EV2007,HCP100557,2024-07-31,Rep,Product affinity
EV2007,HCP101818,2024-07-27,Rep,Patient-volume threshold
EV2007,HCP100582,2024-08-11,Rep,Patient-volume threshold
EV2007,HCP102052,2024-08-03,Rep,Patient-volume threshold
EV2007,HCP102466,2024-07-20,Rep,Patient-volume threshold
EV2007,HCP100161,2024-08-01,Rep,Patient-volume threshold
EV2007,HCP100896,2024-08-17,Rep,Product affinity
EV2007,HCP101066,2024-08-06,Email,Product affinity
EV2007,HCP102339,2024-08-19,Rep,Product affinity
EV2007,HCP101159,2024-08-01,Portal,Geographic proximity
EV2007,HCP101394,2024-08-20,Email,Combination of factors
EV2007,HCP102068,2024-08-12,Email,Geographic proximity
EV2007,HCP100806,2024-08-07,Email,Combination of factors
EV2007,HCP102110,2024-08-12,Portal,Combination of factors
EV2007,HCP101081,2024-08-15,Phone,Combination of factors
EV2007,HCP100769,2024-08-16,Portal,Combination of factors
EV2007,HCP100530,2024-08-08,Rep,Product affinity
EV2007,HCP100407,2024-08-16,Email,Patient-volume threshold
EV2007,HCP100949,2024-08-15,Rep,Specialty match
EV2007,HCP102360,2024-08-11,Email,Patient-volume threshold
EV2007,HCP102472,2024-08-10,Rep,Product affinity
EV2007,HCP101520,2024-08-11,Email,Combination of factors
EV2007,HCP101102,2024-08-11,Rep,Patient-volume threshold
EV2007,HCP102477,2024-08-22,Email,Combination of factors
EV2007,HCP100824,2024-08-17,Rep,Combination of factors
EV2007,HCP102497,2024-08-11,Email,Specialty match
EV2007,HCP101651,2024-08-17,Email,Product affinity
EV2007,HCP101325,2024-08-29,Email,Product affinity
EV2007,HCP101536,2024-08-15,Phone,Product affinity
EV2007,HCP101668,2024-08-15,Phone,Patient-volume threshold
EV2007,HCP101486,2024-08-18,Email,Combination of factors
EV2007,HCP100565,2024-08-10,Rep,Product affinity
EV2007,HCP101503,2024-07-21,Rep,Product affinity
EV2007,HCP102158,2024-07-27,Rep,Product affinity
EV2007,HCP102143,2024-08-24,Email,Combination of factors
EV2007,HCP101051,2024-08-28,Email,Product affinity
EV2007,HCP100620,2024-08-05,Rep,Combination of factors
EV2007,HCP102398,2024-07-26,Portal,Product affinity
EV2007,HCP100964,2024-08-21,Phone,Product affinity
EV2007,HCP101811,2024-08-28,Email,Combination of factors
EV2007,HCP102229,2024-08-14,Rep,Product affinity
EV2007,HCP100679,2024-08-08,Email,Product affinity
EV2008,HCP101452,2024-08-17,Email,Specialty match
EV2008,HCP101841,2024-08-12,Email,Product affinity
EV2008,HCP101536,2024-09-04,Phone,Product affinity
EV2008,HCP101315,2024-08-12,Email,Geographic proximity
EV2008,HCP100814,2024-08-20,Rep,Combination of factors
EV2008,HCP101510,2024-08-25,Email,Product affinity
EV2008,HCP101304,2024-07-27,Rep,Combination of factors
EV2008,HCP101743,2024-07-21,Rep,Patient-volume threshold
EV2008,HCP101114,2024-08-10,Email,Combination of factors
EV2008,HCP100703,2024-08-28,Email,Patient-volume threshold
EV2008,HCP102416,2024-08-23,Email,Combination of factors
EV2008,HCP101804,2024-09-02,Email,Product affinity
EV2008,HCP101739,2024-08-11,Email,Product affinity
EV2008,HCP101378,2024-08-25,Email,Specialty match
EV2008,HCP100962,2024-08-10,Email,Combination of factors
EV2008,HCP100502,2024-08-15,Portal,Product affinity
EV2008,HCP101066,2024-08-22,Email,Product affinity
EV2008,HCP101410,2024-07-17,Rep,Geographic proximity
EV2008,HCP101074,2024-08-29,Email,Patient-volume threshold
EV2008,HCP101428,2024-08-23,Email,Patient-volume threshold
EV2008,HCP101517,2024-08-09,Portal,Patient-volume threshold
EV2008,HCP101218,2024-08-26,Email,Prior engagement
EV2008,HCP101782,2024-08-07,Rep,Product affinity
EV2008,HCP102374,2024-07-21,Rep,Combination of factors
EV2008,HCP100235,2024-08-23,Email,Combination of factors
EV2008,HCP101946,2024-08-13,Rep,Product affinity
EV2008,HCP101740,2024-08-28,Phone,Combination of factors
EV2008,HCP101942,2024-08-23,Phone,Combination of factors
EV2008,HCP100755,2024-08-19,Email,Specialty match
EV2008,HCP100793,2024-08-15,Rep,Product affinity
EV2008,HCP101745,2024-08-13,Email,Patient-volume threshold
EV2008,HCP102048,2024-08-23,Email,Product affinity
EV2008,HCP101060,2024-08-17,Phone,Combination of factors
EV2008,HCP100407,2024-08-13,Rep,Patient-volume threshold
EV2008,HCP100092,2024-08-29,Phone,Product affinity
EV2008,HCP101266,2024-08-10,Email,Geographic proximity
EV2008,HCP101264,2024-08-23,Portal,Product affinity
EV2009,HCP100522,2024-08-09,Rep,Product affinity
EV2009,HCP102001,2024-07-24,Rep,Product affinity
EV2009,HCP102093,2024-08-20,Email,Product affinity
EV2009,HCP102385,2024-08-11,Rep,Combination of factors
EV2009,HCP102466,2024-08-30,Email,Patient-volume threshold
EV2009,HCP100950,2024-08-12,Email,Specialty match
EV2009,HCP101856,2024-08-22,Portal,Product affinity
EV2009,HCP101959,2024-08-24,Rep,Product affinity
EV2009,HCP102047,2024-08-26,Email,Specialty match
EV2009,HCP100199,2024-08-17,Rep,Product affinity
EV2009,HCP101389,2024-08-14,Rep,Product affinity
EV2009,HCP100266,2024-08-17,Email,Product affinity
EV2009,HCP100760,2024-08-16,Portal,Specialty match
EV2009,HCP100971,2024-08-24,Rep,Prior engagement
EV2009,HCP100269,2024-08-11,Rep,Combination of factors
EV2009,HCP102031,2024-08-30,Email,Product affinity
EV2009,HCP100756,2024-08-19,Portal,Combination of factors
EV2009,HCP101257,2024-07-24,Rep,Specialty match
EV2009,HCP100817,2024-08-27,Phone,Product affinity
EV2009,HCP101048,2024-09-07,Email,Product affinity
EV2009,HCP102421,2024-08-29,Phone,Combination of factors
EV2009,HCP100606,2024-09-01,Email,Product affinity
EV2009,HCP102401,2024-09-01,Email,Product affinity
EV2009,HCP102179,2024-07-29,Rep,Combination of factors
EV2009,HCP101572,2024-09-01,Email,Product affinity
EV2009,HCP102244,2024-07-26,Rep,Combination of factors
EV2009,HCP101540,2024-08-13,Portal,Combination of factors
EV2009,HCP100790,2024-08-07,Rep,Product affinity
EV2009,HCP100451,2024-08-14,Email,Product affinity
EV2009,HCP101193,2024-07-23,Rep,Patient-volume threshold
