master_hcp_id_treated,event_id,master_hcp_id_control,propensity_score_treated,propensity_score_control,match_weight
HCP100914,EV2019,HCP100756,0.600494,0.617084,0.5
HCP100914,EV2019,HCP100581,0.600494,0.629373,0.5
HCP100208,EV2019,HCP100361,0.61662,0.66175,0.5
HCP100208,EV2019,HCP100811,0.61662,0.598913,0.5
HCP102403,EV2019,HCP102160,0.639593,0.652165,0.5
HCP102403,EV2019,HCP100975,0.639593,0.682243,0.5
HCP101053,EV2019,HCP101048,0.692195,0.691458,0.5
HCP101053,EV2019,HCP101363,0.692195,0.728682,0.5
HCP101936,EV2019,HCP102367,0.400245,0.396287,0.5
HCP101936,EV2019,HCP102487,0.400245,0.447075,0.5
HCP100588,EV2019,HCP102099,0.484653,0.515839,0.5
HCP100588,EV2019,HCP101947,0.484653,0.440647,0.5
HCP101186,EV2019,HCP101995,0.448566,0.440444,0.5
HCP101186,EV2019,HCP100274,0.448566,0.400607,0.5
HCP101552,EV2019,HCP102344,0.42747,0.452475,0.5
HCP101552,EV2019,HCP100822,0.42747,0.413995,0.5
HCP102060,EV2019,HCP102266,0.597264,0.560407,0.5
HCP102060,EV2019,HCP101583,0.597264,0.548984,0.5
HCP102197,EV2019,HCP100808,0.494873,0.521324,0.5
HCP102197,EV2019,HCP101714,0.494873,0.502875,0.5
HCP100195,EV2019,HCP100894,0.538251,0.495786,0.5
HCP100195,EV2019,HCP101342,0.538251,0.490964,0.5
HCP101940,EV2019,HCP101060,0.440064,0.418799,0.5
HCP101940,EV2019,HCP102104,0.440064,0.421785,0.5
HCP101129,EV2019,HCP100540,0.508942,0.504265,0.5
HCP101129,EV2019,HCP101095,0.508942,0.525571,0.5
HCP101872,EV2019,HCP101894,0.503908,0.480261,0.5
HCP101872,EV2019,HCP100940,0.503908,0.519426,0.5
HCP101403,EV2019,HCP101361,0.431102,0.467459,0.5
HCP101403,EV2019,HCP101530,0.431102,0.415526,0.5
HCP101868,EV2019,HCP101717,0.509278,0.492945,0.5
HCP101868,EV2019,HCP101146,0.509278,0.474908,0.5
HCP102394,EV2019,HCP101006,0.49736,0.449109,0.5
HCP102394,EV2019,HCP101604,0.49736,0.476424,0.5
HCP102185,EV2020,HCP102368,0.594879,0.560789,0.5
HCP102185,EV2020,HCP100356,0.594879,0.545362,0.5
HCP101443,EV2020,HCP102253,0.743102,0.70325,0.5
HCP101443,EV2020,HCP101885,0.743102,0.704179,0.5
HCP102307,EV2020,HCP100812,0.608215,0.615802,0.5
HCP102307,EV2020,HCP101200,0.608215,0.596022,0.5
HCP100168,EV2020,HCP100828,0.45398,0.49614,0.5
HCP100168,EV2020,HCP100788,0.45398,0.448589,0.5
HCP100581,EV2020,HCP101401,0.325457,0.310821,0.5
HCP100581,EV2020,HCP101717,0.325457,0.345769,0.5
HCP102049,EV2020,HCP102177,0.393984,0.414073,0.5
HCP102049,EV2020,HCP101854,0.393984,0.431526,0.5
HCP102280,EV2020,HCP100087,0.47327,0.493079,0.5
HCP102280,EV2020,HCP100605,0.47327,0.495788,0.5
HCP100509,EV2020,HCP100760,0.442013,0.445722,0.5
HCP100509,EV2020,HCP101961,0.442013,0.470397,0.5
HCP100361,EV2020,HCP101275,0.601874,0.60929,0.5
HCP100361,EV2020,HCP101223,0.601874,0.560724,0.5
HCP100334,EV2020,HCP101579,0.581323,0.535411,0.5
HCP100334,EV2020,HCP101918,0.581323,0.558832,0.5
HCP101191,EV2020,HCP100540,0.542209,0.533538,0.5
HCP101191,EV2020,HCP102429,0.542209,0.539222,0.5
HCP100586,EV2021,HCP102241,0.488433,0.45182,0.5
HCP100586,EV2021,HCP102218,0.488433,0.514579,0.5
HCP100606,EV2021,HCP100130,0.312889,0.35177,0.5
HCP100606,EV2021,HCP100233,0.312889,0.264402,0.5
HCP101334,EV2021,HCP100758,0.368906,0.411043,0.5
HCP101334,EV2021,HCP101982,0.368906,0.404705,0.5
HCP100659,EV2021,HCP100757,0.506967,0.484665,0.5
HCP100659,EV2021,HCP101238,0.506967,0.493083,0.5
HCP101310,EV2021,HCP100252,0.619335,0.619318,0.5
HCP101310,EV2021,HCP101372,0.619335,0.621477,0.5
HCP100974,EV2021,HCP101894,0.372405,0.417036,0.5
HCP100974,EV2021,HCP101299,0.372405,0.41363,0.5
HCP102051,EV2021,HCP102438,0.536987,0.524885,0.5
HCP102051,EV2021,HCP101351,0.536987,0.551954,0.5
HCP101120,EV2021,HCP100756,0.668022,0.676012,0.5
HCP101120,EV2021,HCP100779,0.668022,0.705981,0.5
HCP100819,EV2021,HCP101698,0.586316,0.541188,0.5
HCP100819,EV2021,HCP101358,0.586316,0.562039,0.5
HCP100943,EV2022,HCP100087,0.72235,0.68711,0.5
HCP100943,EV2022,HCP100975,0.72235,0.724382,0.5
HCP100233,EV2022,HCP101691,0.38156,0.413143,0.5
HCP100233,EV2022,HCP100610,0.38156,0.389195,0.5
HCP101741,EV2022,HCP100902,0.489644,0.524813,0.5
HCP101741,EV2022,HCP100569,0.489644,0.502945,0.5
HCP101786,EV2022,HCP100389,0.664955,0.619235,0.5
HCP101786,EV2022,HCP101439,0.664955,0.665907,0.5
HCP101787,EV2022,HCP101529,0.494775,0.480306,0.5
HCP101787,EV2022,HCP100976,0.494775,0.531582,0.5
HCP101090,EV2022,HCP100631,0.492084,0.448294,0.5
HCP101090,EV2022,HCP100648,0.492084,0.450266,0.5
HCP100471,EV2023,HCP100047,0.547165,0.553545,0.5
HCP100471,EV2023,HCP100802,0.547165,0.575179,0.5
HCP101918,EV2023,HCP100413,0.556571,0.591868,0.5
HCP101918,EV2023,HCP102332,0.556571,0.558707,0.5
HCP101363,EV2023,HCP102159,0.571966,0.58811,0.5
HCP101363,EV2023,HCP100756,0.571966,0.566449,0.5
HCP101660,EV2023,HCP101832,0.319164,0.288177,0.5
HCP101660,EV2023,HCP101047,0.319164,0.290448,0.5
HCP102218,EV2023,HCP102433,0.545798,0.575111,0.5
HCP102218,EV2023,HCP101167,0.545798,0.556365,0.5
HCP101939,EV2023,HCP100222,0.692552,0.740105,0.5
HCP101939,EV2023,HCP101696,0.692552,0.662393,0.5
HCP100087,EV2023,HCP100758,0.491022,0.499658,0.5
HCP100087,EV2023,HCP100798,0.491022,0.483967,0.5
HCP102321,EV2023,HCP102199,0.602765,0.589636,0.5
HCP102321,EV2023,HCP101349,0.602765,0.565084,0.5
HCP101583,EV2023,HCP101885,0.602224,0.609342,0.5
HCP101583,EV2023,HCP100907,0.602224,0.567178,0.5
HCP100650,EV2023,HCP101000,0.541529,0.515747,0.5
HCP100650,EV2023,HCP100911,0.541529,0.533045,0.5
HCP101193,EV2023,HCP100639,0.809742,0.857926,1.0
HCP100482,EV2024,HCP100783,0.394894,0.436186,0.5
HCP100482,EV2024,HCP100459,0.394894,0.385399,0.5
HCP100951,EV2024,HCP102499,0.528492,0.488015,0.5
HCP100951,EV2024,HCP101829,0.528492,0.566623,0.5
HCP100091,EV2024,HCP101808,0.61898,0.663092,0.5
HCP100091,EV2024,HCP101696,0.61898,0.587051,0.5
HCP100413,EV2024,HCP100964,0.527769,0.556916,0.5
HCP100413,EV2024,HCP101283,0.527769,0.526153,0.5
HCP101249,EV2024,HCP101462,0.645121,0.632503,0.5
HCP101249,EV2024,HCP100135,0.645121,0.685997,0.5
HCP100276,EV2024,HCP102132,0.580418,0.542076,0.5
HCP100276,EV2024,HCP101209,0.580418,0.594767,0.5
HCP100529,EV2024,HCP100499,0.570212,0.601586,0.5
HCP100529,EV2024,HCP101264,0.570212,0.542969,0.5
HCP101969,EV2024,HCP100936,0.565866,0.598828,0.5
HCP101969,EV2024,HCP100551,0.565866,0.608617,0.5
HCP100681,EV2024,HCP101328,0.388492,0.402687,0.5
HCP100681,EV2024,HCP102493,0.388492,0.374645,0.5
HCP100876,EV2024,HCP101464,0.593992,0.594141,0.5
HCP100876,EV2024,HCP102366,0.593992,0.63434,0.5
HCP100670,EV2024,HCP102376,0.455637,0.460655,0.5
HCP100670,EV2024,HCP101178,0.455637,0.441867,0.5
HCP100768,EV2024,HCP102189,0.396021,0.400949,0.5
HCP100768,EV2024,HCP101848,0.396021,0.361429,0.5
HCP101238,EV2024,HCP102433,0.555508,0.517079,0.5
HCP101238,EV2024,HCP100134,0.555508,0.528625,0.5
HCP101782,EV2024,HCP101535,0.438904,0.464435,0.5
HCP101782,EV2024,HCP101000,0.438904,0.477062,0.5
HCP102350,EV2024,HCP100522,0.507689,0.458597,0.5
HCP102350,EV2024,HCP101216,0.507689,0.465326,0.5
HCP100484,EV2024,HCP100631,0.366768,0.363953,0.5
HCP100484,EV2024,HCP102123,0.366768,0.415214,0.5
HCP102118,EV2024,HCP100624,0.325221,0.280662,0.5
HCP102118,EV2024,HCP102338,0.325221,0.285904,0.5
HCP101562,EV2024,HCP102472,0.576426,0.545983,0.5
HCP101562,EV2024,HCP101430,0.576426,0.55462,0.5
HCP100909,EV2025,HCP100247,0.570049,0.553286,0.5
HCP100909,EV2025,HCP101369,0.570049,0.534098,0.5
HCP102360,EV2025,HCP102392,0.553188,0.556124,0.5
HCP102360,EV2025,HCP100293,0.553188,0.521051,0.5
HCP100466,EV2025,HCP102109,0.365692,0.374706,0.5
HCP100466,EV2025,HCP101199,0.365692,0.379964,0.5
HCP101885,EV2025,HCP101860,0.625972,0.641363,0.5
HCP101885,EV2025,HCP101389,0.625972,0.673783,0.5
HCP101622,EV2025,HCP102199,0.593247,0.577457,0.5
HCP101622,EV2025,HCP100663,0.593247,0.615145,0.5
HCP101471,EV2025,HCP101604,0.758514,0.781869,0.5
HCP101471,EV2025,HCP100605,0.758514,0.752897,0.5
HCP100222,EV2025,HCP101167,0.6798,0.648131,0.5
HCP100222,EV2025,HCP101952,0.6798,0.66205,0.5
HCP101151,EV2025,HCP102449,0.464352,0.465695,0.5
HCP101151,EV2025,HCP100522,0.464352,0.432654,0.5
HCP101534,EV2025,HCP101476,0.66441,0.627477,0.5
HCP101534,EV2025,HCP102457,0.66441,0.65024,0.5
HCP102489,EV2025,HCP102077,0.522471,0.54646,0.5
HCP102489,EV2025,HCP100054,0.522471,0.519698,0.5
HCP101296,EV2025,HCP101048,0.626658,0.651177,0.5
HCP101296,EV2025,HCP100252,0.626658,0.640592,0.5
HCP102386,EV2025,HCP101461,0.488419,0.532568,0.5
HCP102386,EV2025,HCP102272,0.488419,0.484689,0.5
HCP101519,EV2026,HCP100758,0.500268,0.537698,0.5
HCP101519,EV2026,HCP100593,0.500268,0.487978,0.5
HCP100206,EV2026,HCP100380,0.446573,0.399874,0.5
HCP100206,EV2026,HCP101046,0.446573,0.436243,0.5
HCP100580,EV2026,HCP101793,0.300563,0.318815,0.5
HCP100580,EV2026,HCP101839,0.300563,0.311994,0.5
HCP102199,EV2026,HCP101676,0.50329,0.515656,0.5
HCP102199,EV2026,HCP100520,0.50329,0.511923,0.5
HCP100671,EV2026,HCP102195,0.385488,0.411257,0.5
HCP100671,EV2026,HCP100798,0.385488,0.393089,0.5
HCP101717,EV2026,HCP102053,0.622726,0.628747,0.5
HCP101717,EV2026,HCP101439,0.622726,0.669927,0.5
HCP101332,EV2026,HCP100096,0.548823,0.588581,0.5
HCP101332,EV2026,HCP102004,0.548823,0.548763,0.5
HCP102222,EV2026,HCP101092,0.21923,0.201801,1.0
HCP101558,EV2026,HCP101146,0.510394,0.500469,0.5
HCP101558,EV2026,HCP100523,0.510394,0.540802,0.5
HCP101902,EV2026,HCP101236,0.569494,0.605658,0.5
HCP101902,EV2026,HCP101456,0.569494,0.5251,0.5
HCP101223,EV2026,HCP101010,0.605675,0.569363,0.5
HCP101223,EV2026,HCP100177,0.605675,0.586962,0.5
HCP100750,EV2026,HCP101405,0.616827,0.582976,1.0
HCP100348,EV2026,HCP100969,0.460979,0.436067,0.5
HCP100348,EV2026,HCP101658,0.460979,0.426393,0.5
HCP102356,EV2027,HCP100011,0.595898,0.596798,0.5
HCP102356,EV2027,HCP100360,0.595898,0.556944,0.5
HCP102271,EV2027,HCP100512,0.529265,0.490852,0.5
HCP102271,EV2027,HCP101628,0.529265,0.49542,0.5
HCP101662,EV2027,HCP100165,0.445221,0.458498,0.5
HCP101662,EV2027,HCP100527,0.445221,0.444147,0.5
HCP100351,EV2027,HCP101831,0.658982,0.627498,0.5
HCP100351,EV2027,HCP100842,0.658982,0.685178,0.5
HCP100181,EV2027,HCP101878,0.50298,0.492166,0.5
HCP100181,EV2027,HCP101279,0.50298,0.47923,0.5
HCP102442,EV2027,HCP100770,0.368181,0.40073,0.5
HCP102442,EV2027,HCP101915,0.368181,0.3519,0.5
HCP100238,EV2027,HCP100221,0.391047,0.404929,0.5
HCP100238,EV2027,HCP102116,0.391047,0.422426,0.5
HCP101743,EV2027,HCP102074,0.623334,0.654716,0.5
HCP101743,EV2027,HCP100058,0.623334,0.658322,0.5
HCP102014,EV2027,HCP101811,0.420459,0.386149,0.5
HCP102014,EV2027,HCP100829,0.420459,0.460842,0.5
HCP100143,EV2027,HCP100305,0.450101,0.482087,0.5
HCP100143,EV2027,HCP100991,0.450101,0.413453,0.5
HCP100507,EV2027,HCP101289,0.61402,0.579612,0.5
HCP100507,EV2027,HCP102447,0.61402,0.63923,0.5
HCP100282,EV2027,HCP101542,0.571779,0.577022,0.5
HCP100282,EV2027,HCP101641,0.571779,0.560455,0.5
HCP102084,EV2027,HCP100122,0.442175,0.413985,0.5
HCP102084,EV2027,HCP100428,0.442175,0.473001,0.5
HCP101613,EV2027,HCP100932,0.547485,0.581347,0.5
HCP101613,EV2027,HCP101157,0.547485,0.552433,0.5
HCP102306,EV2027,HCP100697,0.659587,0.656869,0.5
HCP102306,EV2027,HCP100752,0.659587,0.708376,0.5
HCP100633,EV2027,HCP100469,0.544697,0.526098,0.5
HCP100633,EV2027,HCP101224,0.544697,0.510646,0.5
HCP101675,EV2027,HCP102037,0.584168,0.554043,0.5
HCP101675,EV2027,HCP100674,0.584168,0.632407,0.5
HCP101659,EV2027,HCP100312,0.532344,0.516151,0.5
HCP101659,EV2027,HCP101091,0.532344,0.532452,0.5
HCP100870,EV2027,HCP102474,0.43822,0.419436,0.5
HCP100870,EV2027,HCP101531,0.43822,0.48303,0.5
HCP102310,EV2027,HCP101970,0.444737,0.449212,0.5
HCP102310,EV2027,HCP101199,0.444737,0.432015,0.5
HCP100174,EV2027,HCP100740,0.545502,0.549274,0.5
HCP100174,EV2027,HCP101106,0.545502,0.561999,0.5
HCP102437,EV2027,HCP100921,0.418729,0.450378,0.5
HCP102437,EV2027,HCP100787,0.418729,0.439309,0.5
HCP101907,EV2027,HCP101444,0.380345,0.415261,0.5
HCP101907,EV2027,HCP100613,0.380345,0.369305,0.5
HCP102288,EV2028,HCP102078,0.342502,0.355494,0.5
HCP102288,EV2028,HCP100871,0.342502,0.355126,0.5
HCP102193,EV2028,HCP100305,0.506559,0.481155,0.5
HCP102193,EV2028,HCP102084,0.506559,0.490123,0.5
HCP100360,EV2028,HCP101628,0.330855,0.344759,0.5
HCP100360,EV2028,HCP101871,0.330855,0.308443,0.5
HCP100011,EV2028,HCP100991,0.394629,0.417714,0.5
HCP100011,EV2028,HCP101072,0.394629,0.389038,0.5
HCP102261,EV2028,HCP101632,0.477879,0.479798,0.5
HCP102261,EV2028,HCP102238,0.477879,0.50329,0.5
HCP101363,EV2028,HCP100705,0.285814,0.297176,0.5
HCP101363,EV2028,HCP102250,0.285814,0.259716,0.5
HCP100089,EV2028,HCP102434,0.525208,0.486681,0.5
HCP100089,EV2028,HCP101912,0.525208,0.573304,0.5
HCP101086,EV2028,HCP101542,0.475999,0.469653,0.5
HCP101086,EV2028,HCP100177,0.475999,0.442785,0.5
HCP100125,EV2028,HCP101348,0.406464,0.442392,0.5
HCP100125,EV2028,HCP101174,0.406464,0.380856,0.5
HCP100058,EV2028,HCP101778,0.536771,0.531047,0.5
HCP100058,EV2028,HCP102130,0.536771,0.545013,0.5
HCP101282,EV2028,HCP100071,0.05956,0.010005,0.5
HCP101282,EV2028,HCP100707,0.05956,0.026707,0.5
HCP102258,EV2028,HCP100724,0.640663,0.649594,0.5
HCP102258,EV2028,HCP100148,0.640663,0.638215,0.5
HCP102126,EV2028,HCP100221,0.469058,0.450918,0.5
HCP102126,EV2028,HCP100527,0.469058,0.420425,0.5
HCP102107,EV2028,HCP101247,0.408735,0.429114,0.5
HCP102107,EV2028,HCP101612,0.408735,0.364204,0.5
HCP100469,EV2028,HCP101368,0.490784,0.477742,0.5
HCP100469,EV2028,HCP100844,0.490784,0.470505,0.5
HCP100740,EV2028,HCP102293,0.447332,0.40368,0.5
HCP100740,EV2028,HCP100901,0.447332,0.403123,0.5
HCP101650,EV2028,HCP101099,0.368859,0.355349,0.5
HCP101650,EV2028,HCP100560,0.368859,0.379951,0.5
HCP101610,EV2028,HCP101811,0.405397,0.375724,0.5
HCP101610,EV2028,HCP100774,0.405397,0.371258,0.5
HCP100842,EV2028,HCP100133,0.529815,0.517876,0.5
HCP100842,EV2028,HCP101846,0.529815,0.552342,0.5
HCP101393,EV2028,HCP101875,0.57656,0.592344,0.5
HCP101393,EV2028,HCP101404,0.57656,0.608222,0.5
HCP100308,EV2028,HCP100379,0.251289,0.297598,0.5
HCP100308,EV2028,HCP101962,0.251289,0.288051,0.5
HCP101451,EV2028,HCP102187,0.554686,0.557449,1.0
HCP102353,EV2028,HCP102111,0.456413,0.444819,0.5
HCP102353,EV2028,HCP101548,0.456413,0.473072,0.5
HCP100890,EV2028,HCP102141,0.395227,0.351279,0.5
HCP100890,EV2028,HCP101981,0.395227,0.38435,0.5
HCP101319,EV2028,HCP100800,0.432736,0.424996,0.5
HCP101319,EV2028,HCP102014,0.432736,0.472686,0.5
HCP100312,EV2028,HCP100287,0.404546,0.384655,0.5
HCP100312,EV2028,HCP101080,0.404546,0.365604,0.5
HCP100757,EV2028,HCP101447,0.198382,0.183523,0.5
HCP100757,EV2028,HCP100843,0.198382,0.154671,0.5
HCP100221,EV2029,HCP101803,0.383001,0.400143,0.5
HCP100221,EV2029,HCP100933,0.383001,0.391728,0.5
HCP102410,EV2029,HCP100245,0.50535,0.491273,0.5
HCP102410,EV2029,HCP100626,0.50535,0.463187,0.5
HCP101760,EV2029,HCP100816,0.241275,0.275266,0.5
HCP101760,EV2029,HCP102141,0.241275,0.21252,0.5
HCP101434,EV2029,HCP101331,0.214927,0.207219,0.5
HCP101434,EV2029,HCP101962,0.214927,0.248167,0.5
HCP101473,EV2029,HCP100160,0.437164,0.395611,0.5
HCP101473,EV2029,HCP100725,0.437164,0.445143,0.5
HCP102187,EV2029,HCP101199,0.554448,0.545217,0.5
HCP102187,EV2029,HCP101871,0.554448,0.578795,0.5
HCP101705,EV2029,HCP100453,0.105952,0.152145,1.0
HCP101123,EV2029,HCP101072,0.356164,0.385367,0.5
HCP101123,EV2029,HCP100122,0.356164,0.320819,0.5
HCP100305,EV2029,HCP101811,0.347421,0.352773,0.5
HCP100305,EV2029,HCP101106,0.347421,0.394988,0.5
HCP102446,EV2029,HCP102444,0.199609,0.195871,1.0
HCP101097,EV2029,HCP100272,0.534713,0.498904,0.5
HCP101097,EV2029,HCP102191,0.534713,0.501659,0.5
HCP101091,EV2029,HCP101141,0.578501,0.532445,0.5
HCP101091,EV2029,HCP102095,0.578501,0.61616,0.5
HCP101910,EV2029,HCP101111,0.421993,0.400526,0.5
HCP101910,EV2029,HCP102417,0.421993,0.381841,0.5
HCP100724,EV2030,HCP100347,0.5999,0.587694,0.5
HCP100724,EV2030,HCP101491,0.5999,0.641676,0.5
HCP101293,EV2030,HCP100527,0.532979,0.494529,0.5
HCP101293,EV2030,HCP101096,0.532979,0.555171,0.5
HCP100016,EV2030,HCP102437,0.567519,0.561349,0.5
HCP100016,EV2030,HCP102084,0.567519,0.545894,0.5
HCP100148,EV2030,HCP100287,0.43601,0.463976,0.5
HCP100148,EV2030,HCP101106,0.43601,0.452592,0.5
HCP101141,EV2031,HCP101913,0.228917,0.246514,1.0
HCP102313,EV2031,HCP100270,0.665768,0.655651,0.5
HCP102313,EV2031,HCP102110,0.665768,0.678408,0.5
HCP101975,EV2031,HCP102244,0.618168,0.649391,0.5
HCP101975,EV2031,HCP101740,0.618168,0.667648,0.5
HCP101264,EV2031,HCP100926,0.542969,0.517343,0.5
HCP101264,EV2031,HCP101985,0.542969,0.494698,0.5
HCP100439,EV2031,HCP100783,0.412137,0.436186,0.5
HCP100439,EV2031,HCP101013,0.412137,0.405277,0.5
HCP102241,EV2031,HCP102450,0.511948,0.526577,0.5
HCP102241,EV2031,HCP100779,0.511948,0.488308,0.5
HCP101063,EV2031,HCP100985,0.545443,0.519888,0.5
HCP101063,EV2031,HCP101911,0.545443,0.535645,0.5
HCP101378,EV2031,HCP101255,0.548237,0.558476,0.5
HCP101378,EV2031,HCP100163,0.548237,0.538487,0.5
HCP100565,EV2031,HCP101949,0.598411,0.565858,0.5
HCP100565,EV2031,HCP102053,0.598411,0.551772,0.5
HCP101114,EV2031,HCP101283,0.534305,0.526153,0.5
HCP101114,EV2031,HCP100166,0.534305,0.492282,0.5
HCP100557,EV2031,HCP102467,0.373013,0.349319,0.5
HCP100557,EV2031,HCP101566,0.373013,0.39354,0.5
HCP101627,EV2031,HCP101884,0.51435,0.477432,0.5
HCP101627,EV2031,HCP101048,0.51435,0.491479,0.5
HCP101653,EV2032,HCP100680,0.610807,0.591403,0.5
HCP101653,EV2032,HCP101031,0.610807,0.6542,0.5
HCP101395,EV2032,HCP102478,0.624304,0.661804,1.0
HCP101985,EV2032,HCP101150,0.371428,0.405621,0.5
HCP101985,EV2032,HCP102017,0.371428,0.370177,0.5
HCP100298,EV2032,HCP102376,0.453579,0.451291,0.5
HCP100298,EV2032,HCP100076,0.453579,0.457563,0.5
HCP100855,EV2033,HCP100353,0.464228,0.456366,0.5
HCP100855,EV2033,HCP100383,0.464228,0.506394,0.5
HCP100913,EV2033,HCP102391,0.548504,0.53374,0.5
HCP100913,EV2033,HCP101763,0.548504,0.551211,0.5
HCP101208,EV2033,HCP100149,0.449876,0.41325,0.5
HCP101208,EV2033,HCP101886,0.449876,0.439795,0.5
HCP100779,EV2033,HCP100290,0.604877,0.56594,0.5
HCP100779,EV2033,HCP100269,0.604877,0.638887,0.5
HCP101389,EV2033,HCP102190,0.673783,0.647402,0.5
HCP101389,EV2033,HCP100307,0.673783,0.623993,0.5
HCP101731,EV2033,HCP100377,0.399981,0.361004,0.5
HCP101731,EV2033,HCP102225,0.399981,0.437761,0.5
HCP100954,EV2033,HCP101165,0.300181,0.311372,0.5
HCP100954,EV2033,HCP100384,0.300181,0.328964,0.5
HCP102055,EV2033,HCP100609,0.628807,0.649352,0.5
HCP102055,EV2033,HCP101417,0.628807,0.615791,0.5
HCP102439,EV2033,HCP101978,0.625908,0.613441,0.5
HCP102439,EV2033,HCP101034,0.625908,0.595172,0.5
HCP102053,EV2033,HCP100950,0.641632,0.59475,0.5
HCP102053,EV2033,HCP102368,0.641632,0.606143,0.5
HCP100756,EV2033,HCP102001,0.429463,0.397393,0.5
HCP100756,EV2033,HCP101056,0.429463,0.47754,0.5
HCP100589,EV2033,HCP101248,0.565759,0.550551,0.5
HCP100589,EV2033,HCP102189,0.565759,0.539347,0.5
HCP101995,EV2033,HCP102196,0.367478,0.383121,0.5
HCP101995,EV2033,HCP102182,0.367478,0.371105,0.5
HCP100852,EV2033,HCP100490,0.330929,0.373639,0.5
HCP100852,EV2033,HCP101839,0.330929,0.336689,0.5
HCP101119,EV2033,HCP101596,0.707577,0.685436,0.5
HCP101119,EV2033,HCP101720,0.707577,0.746695,0.5
HCP100275,EV2033,HCP101572,0.746138,0.726703,0.5
HCP100275,EV2033,HCP100504,0.746138,0.74038,0.5
HCP100802,EV2033,HCP101217,0.570355,0.569546,0.5
HCP100802,EV2033,HCP100356,0.570355,0.552522,0.5
HCP102093,EV2033,HCP102167,0.568065,0.520829,0.5
HCP102093,EV2033,HCP101468,0.568065,0.53636,0.5
HCP101945,EV2033,HCP101274,0.586095,0.60276,0.5
HCP101945,EV2033,HCP100953,0.586095,0.599974,0.5
HCP100663,EV2033,HCP102253,0.615145,0.592057,0.5
HCP100663,EV2033,HCP101952,0.615145,0.66205,0.5
HCP100072,EV2033,HCP102161,0.639752,0.624277,0.5
HCP100072,EV2033,HCP102351,0.639752,0.601545,0.5
HCP100563,EV2033,HCP102181,0.604749,0.600916,0.5
HCP100563,EV2033,HCP102022,0.604749,0.564805,0.5
HCP102480,EV2033,HCP101234,0.577019,0.595958,0.5
HCP102480,EV2033,HCP100528,0.577019,0.535749,0.5
HCP101640,EV2033,HCP101113,0.444283,0.455083,0.5
HCP101640,EV2033,HCP102272,0.444283,0.484689,0.5
HCP102251,EV2033,HCP101040,0.418536,0.434591,0.5
HCP102251,EV2033,HCP101855,0.418536,0.455889,0.5
HCP100285,EV2033,HCP101686,0.36145,0.373473,0.5
HCP100285,EV2033,HCP100697,0.36145,0.357642,0.5
HCP102259,EV2033,HCP102407,0.350288,0.302571,1.0
HCP102127,EV2034,HCP101076,0.578041,0.554627,0.5
HCP102127,EV2034,HCP102363,0.578041,0.592224,0.5
HCP100799,EV2034,HCP100656,0.648373,0.680452,0.5
HCP100799,EV2034,HCP100586,0.648373,0.690124,0.5
HCP102175,EV2034,HCP101916,0.481742,0.46529,0.5
HCP102175,EV2034,HCP101698,0.481742,0.491295,0.5
HCP100504,EV2034,HCP102072,0.500606,0.541811,0.5
HCP100504,EV2034,HCP100451,0.500606,0.490047,0.5
HCP102190,EV2034,HCP102085,0.619559,0.601073,0.5
HCP102190,EV2034,HCP101783,0.619559,0.631747,0.5
HCP101034,EV2034,HCP100062,0.472325,0.478155,0.5
HCP101034,EV2034,HCP102274,0.472325,0.460619,0.5
HCP101365,EV2034,HCP100786,0.546835,0.577084,0.5
HCP101365,EV2034,HCP100389,0.546835,0.58783,0.5
HCP101590,EV2034,HCP100128,0.570408,0.566312,0.5
HCP101590,EV2034,HCP101113,0.570408,0.532632,0.5
HCP101347,EV2034,HCP101456,0.476584,0.5056,0.5
HCP101347,EV2034,HCP100065,0.476584,0.464927,0.5
HCP101124,EV2034,HCP102433,0.616724,0.614422,0.5
HCP101124,EV2034,HCP100758,0.616724,0.593878,0.5
HCP101565,EV2034,HCP102001,0.44531,0.448476,0.5
HCP101565,EV2034,HCP100817,0.44531,0.432972,0.5
HCP100249,EV2034,HCP100659,0.755001,0.76384,0.5
HCP100249,EV2034,HCP101622,0.755001,0.729866,0.5
HCP101125,EV2034,HCP102096,0.548951,0.510653,0.5
HCP101125,EV2034,HCP101010,0.548951,0.546926,0.5
HCP101394,EV2034,HCP100398,0.556491,0.510554,0.5
HCP101394,EV2034,HCP100714,0.556491,0.521972,0.5
HCP100269,EV2034,HCP101234,0.574784,0.602757,0.5
HCP100269,EV2034,HCP100497,0.574784,0.614135,0.5
HCP101369,EV2034,HCP102346,0.53548,0.505661,0.5
HCP101369,EV2034,HCP101432,0.53548,0.499817,0.5
HCP102022,EV2034,HCP101457,0.326378,0.355569,0.5
HCP102022,EV2034,HCP101839,0.326378,0.317336,0.5
HCP101970,EV2034,HCP100796,0.326518,0.310909,0.5
HCP101970,EV2034,HCP100971,0.326518,0.339357,0.5
HCP100115,EV2034,HCP102189,0.344262,0.386251,0.5
HCP100115,EV2034,HCP100081,0.344262,0.391529,0.5
HCP101146,EV2034,HCP102225,0.296942,0.260391,0.5
HCP101146,EV2034,HCP102182,0.296942,0.335531,0.5
HCP100307,EV2034,HCP102457,0.41078,0.456259,0.5
HCP100307,EV2034,HCP101865,0.41078,0.444057,0.5
HCP101248,EV2034,HCP101797,0.402854,0.446913,0.5
HCP101248,EV2034,HCP102347,0.402854,0.404804,0.5
HCP101604,EV2034,HCP100975,0.584492,0.568151,0.5
