master_hcp_id,event_id,group,avg_nrx_3m,avg_nrx_6m,avg_trx_3m,avg_trx_6m,nrx_trend,competitor_trx_avg,rep_calls_3m,emails_3m,samples_3m,prior_event_count,specialty_topic_match,access_index,seasonality_index,competitor_index,segment,specialty,region
HCP101040,EV2001,control_candidate,10.0,7.6667,18.0,18.3333,1.2571,28.3333,9,8,8,0,1,0.6321,1.0402,1.1539,Medium,Primary Care,Northeast
HCP102138,EV2001,treatment,11.3333,13.1667,24.0,24.0,-2.3714,31.5,15,10,27,0,1,0.6881,1.0356,1.1606,High,Cardiology,Southwest
HCP100965,EV2001,control_candidate,4.3333,4.3333,6.6667,7.8333,0.0571,21.0,9,11,13,0,1,0.7982,1.0537,0.984,Medium,Primary Care,Southeast
HCP100224,EV2001,control_candidate,3.6667,3.6667,8.6667,8.6667,0.2857,8.1667,8,21,7,0,1,0.8256,1.0282,1.4798,Medium,Primary Care,Midwest
HCP100027,EV2001,control_candidate,1.0,1.4,3.6667,3.0,-0.3,3.6,0,3,0,0,1,0.6321,1.0402,1.1539,Low,Primary Care,Northeast
HCP101329,EV2001,treatment,16.6667,16.3333,25.6667,30.1667,0.5143,66.1667,17,10,51,0,1,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP102020,EV2001,control_candidate,7.0,9.8333,11.0,16.1667,-0.6,10.6667,8,19,11,0,1,0.6679,1.0274,0.9667,Medium,Primary Care,West
HCP101642,EV2001,treatment,19.0,18.5,30.0,44.6667,-0.3714,39.8333,7,17,5,0,1,0.6321,1.0402,1.1539,Medium,Endocrinology,Northeast
HCP101085,EV2001,treatment,16.6667,21.6667,30.3333,34.0,-2.8,29.5,21,26,55,0,1,0.8256,1.0282,1.4798,High,Endocrinology,Midwest
HCP100757,EV2001,control_candidate,10.0,7.6667,28.6667,27.0,0.9714,34.3333,24,6,72,0,1,0.6881,1.0356,1.1606,High,Cardiology,Southwest
HCP101321,EV2001,control_candidate,14.0,11.5,29.6667,27.8333,2.0286,65.8333,28,13,56,0,0,0.8256,1.0282,1.4798,High,Neurology,Midwest
HCP102407,EV2001,control_candidate,6.6667,8.5,15.3333,18.8333,-0.6571,34.5,9,5,10,0,1,0.6679,1.0274,0.9667,Medium,Primary Care,West
HCP101494,EV2001,treatment,15.3333,16.6,28.0,30.8,0.1,22.0,10,21,7,0,1,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP101537,EV2001,treatment,2.0,1.6667,6.6667,7.0,-0.1714,8.1667,9,4,9,0,0,0.6679,1.0274,0.9667,Medium,Oncology,West
HCP101384,EV2001,control_candidate,4.0,3.2,9.6667,8.2,1.4,2.2,2,16,5,0,1,0.7982,1.0537,0.984,Low,Primary Care,Southeast
HCP102394,EV2001,control_candidate,4.6667,4.1667,10.0,9.8333,0.2571,7.3333,5,23,9,0,1,0.6321,1.0402,1.1539,Low,Endocrinology,Northeast
HCP102386,EV2001,control_candidate,5.6667,5.8333,17.6667,15.5,-0.2571,35.3333,3,9,8,0,1,0.6321,1.0402,1.1539,Medium,Cardiology,Northeast
HCP102021,EV2001,treatment,16.0,13.6667,46.0,45.8333,0.7429,122.1667,20,13,63,0,1,0.7799,1.0456,1.1713,High,Primary Care,Mountain
HCP100081,EV2001,control_candidate,9.6667,12.5,25.3333,30.5,-1.4571,55.3333,5,11,13,0,1,0.8256,1.0282,1.4798,Medium,Endocrinology,Midwest
HCP101519,EV2002,control_candidate,7.3333,6.3333,19.0,18.6667,0.8,42.0,25,23,63,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP101157,EV2002,control_candidate,6.3333,5.8,13.6667,16.0,-0.1,12.6,10,17,13,0,1,0.7016,1.0471,1.0173,High,Oncology,Pacific Northwest
HCP101449,EV2002,control_candidate,2.3333,2.6667,3.6667,3.6667,-0.2857,2.6667,12,7,11,0,1,0.6881,1.0356,1.1606,Medium,Oncology,Southwest
HCP101305,EV2002,control_candidate,0.6667,1.3333,2.3333,4.8333,-0.5714,11.1667,17,30,22,0,1,0.6321,1.0402,1.1539,High,Gastroenterology,Northeast
HCP101713,EV2002,control_candidate,0.6667,0.6667,1.0,1.0,-0.1143,1.0,7,9,20,0,0,0.8256,1.0282,1.4798,Medium,Neurology,Midwest
HCP100560,EV2002,control_candidate,1.6667,1.8333,2.3333,2.8333,-0.0286,1.6667,3,15,4,0,1,0.7982,1.0537,0.984,Low,Oncology,Southeast
HCP101300,EV2002,control_candidate,2.0,1.6667,4.0,4.1667,0.2286,6.8333,28,23,74,0,0,0.6679,1.0274,0.9667,High,Neurology,West
HCP101585,EV2002,treatment,6.6667,8.2,15.6667,20.4,-1.4,11.8,41,11,55,0,1,0.6679,1.0274,0.9667,High,Oncology,West
HCP101057,EV2002,control_candidate,3.0,2.2,9.0,6.6,0.7,18.6,39,14,72,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP100069,EV2002,control_candidate,1.6667,2.5,2.6667,5.1667,-0.3143,9.5,11,12,35,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP100927,EV2002,control_candidate,1.0,0.6667,3.3333,3.5,0.3429,9.5,6,15,18,0,1,0.6679,1.0274,0.9667,Medium,Oncology,West
HCP100436,EV2002,control_candidate,3.6667,3.5,8.3333,7.8333,-0.1429,2.8333,16,18,31,0,1,0.6321,1.0402,1.1539,High,Gastroenterology,Northeast
HCP100991,EV2002,control_candidate,4.0,3.6667,7.6667,7.3333,0.3429,5.1667,5,12,10,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP100225,EV2002,treatment,2.0,2.1667,6.6667,7.3333,0.2,19.6667,7,16,3,0,1,0.8256,1.0282,1.4798,Medium,Oncology,Midwest
HCP100017,EV2002,control_candidate,0.6667,0.3333,1.3333,1.0,0.2286,0.8333,4,15,8,0,1,0.6321,1.0402,1.1539,Low,Oncology,Northeast
HCP100016,EV2002,control_candidate,0.0,0.0,1.3333,1.1667,0.0,10.8333,2,13,5,0,1,0.8256,1.0282,1.4798,Low,Oncology,Midwest
HCP101426,EV2002,treatment,1.6667,2.8,7.6667,8.4,-0.5,7.0,15,9,33,0,1,0.6679,1.0274,0.9667,High,Oncology,West
HCP100270,EV2002,control_candidate,4.0,3.3333,6.0,6.6667,0.4,6.0,25,5,31,0,0,0.7799,1.0456,1.1713,High,Primary Care,Mountain
HCP101565,EV2002,treatment,4.0,3.6667,6.3333,7.5,-0.0,11.0,10,17,22,0,0,0.6679,1.0274,0.9667,High,Cardiology,West
HCP101440,EV2002,treatment,2.3333,3.0,5.6667,7.6667,-0.4,11.1667,18,13,15,0,1,0.6881,1.0356,1.1606,High,Oncology,Southwest
HCP100511,EV2002,control_candidate,4.3333,5.0,9.3333,9.8333,-1.2,10.5,10,16,11,0,1,0.6881,1.0356,1.1606,Medium,Oncology,Southwest
HCP101504,EV2002,control_candidate,8.6667,8.1667,19.0,20.3333,-0.4286,25.0,18,15,11,0,1,0.8256,1.0282,1.4798,High,Oncology,Midwest
HCP101086,EV2002,control_candidate,0.6667,1.3333,2.0,2.6667,-0.2286,5.3333,10,24,12,0,1,0.6321,1.0402,1.1539,Medium,Oncology,Northeast
HCP101064,EV2002,control_candidate,0.3333,0.3333,0.3333,0.6667,0.0,0.8333,2,21,4,0,1,0.6881,1.0356,1.1606,Low,Oncology,Southwest
HCP101355,EV2002,control_candidate,1.0,1.0,1.0,2.3333,-0.0571,3.1667,5,8,2,0,1,0.8256,1.0282,1.4798,Low,Oncology,Midwest
HCP102474,EV2002,control_candidate,1.6667,3.0,3.0,4.6667,-0.9714,5.3333,3,7,9,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP101212,EV2002,control_candidate,3.0,3.5,7.3333,6.8333,-0.3143,13.6667,6,15,18,0,1,0.6679,1.0274,0.9667,Medium,Oncology,West
HCP100213,EV2002,control_candidate,4.0,7.0,24.0,25.1667,-2.1714,13.3333,22,14,40,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP100655,EV2002,control_candidate,0.0,0.1667,0.0,0.3333,-0.0286,0.5,1,6,3,0,1,0.6881,1.0356,1.1606,Low,Oncology,Southwest
HCP102258,EV2002,control_candidate,0.3333,1.0,2.0,2.1667,-0.2857,7.8333,0,12,0,0,1,0.7016,1.0471,1.0173,Low,Oncology,Pacific Northwest
HCP100391,EV2002,control_candidate,2.6667,3.0,6.0,6.0,-0.6,10.4,12,17,17,0,1,0.6881,1.0356,1.1606,Medium,Oncology,Southwest
HCP102191,EV2002,control_candidate,0.0,0.0,1.0,1.1667,0.0,9.0,3,18,8,0,1,0.6881,1.0356,1.1606,Low,Oncology,Southwest
HCP101249,EV2002,control_candidate,2.6667,5.3333,8.6667,11.1667,-1.4286,20.8333,25,11,20,0,0,0.6321,1.0402,1.1539,High,Neurology,Northeast
HCP100010,EV2002,treatment,3.3333,1.6667,3.3333,2.5,0.8571,3.3333,2,13,7,0,1,0.8256,1.0282,1.4798,Medium,Oncology,Midwest
HCP102126,EV2002,control_candidate,0.6667,1.6667,1.6667,3.0,-0.4571,2.3333,1,9,1,0,1,0.6881,1.0356,1.1606,Low,Oncology,Southwest
HCP101061,EV2002,control_candidate,0.0,0.0,0.0,0.1667,0.0,0.3333,2,11,3,0,1,0.7982,1.0537,0.984,Low,Oncology,Southeast
HCP100561,EV2002,control_candidate,0.3333,0.3333,1.0,1.5,0.0,1.6667,1,13,1,0,0,0.6881,1.0356,1.1606,Low,Cardiology,Southwest
HCP102147,EV2002,control_candidate,0.6667,1.1667,1.6667,2.5,-0.2571,2.6667,2,16,4,0,1,0.7982,1.0537,0.984,Low,Gastroenterology,Southeast
HCP102030,EV2002,control_candidate,0.6667,0.5,1.0,0.8333,0.1429,3.6667,7,16,12,0,0,0.6321,1.0402,1.1539,Medium,Psychiatry,Northeast
HCP100296,EV2002,control_candidate,0.0,1.1667,1.0,2.0,-0.7714,2.5,3,11,13,0,1,0.6679,1.0274,0.9667,Low,Oncology,West
HCP102187,EV2002,control_candidate,3.0,1.6667,4.0,3.0,0.4571,8.6667,4,11,9,0,1,0.6321,1.0402,1.1539,Low,Oncology,Northeast
HCP101265,EV2002,control_candidate,1.3333,0.6667,1.6667,1.1667,0.4571,5.8333,5,17,3,0,1,0.6679,1.0274,0.9667,Low,Oncology,West
HCP101812,EV2002,treatment,2.3333,1.6667,7.3333,5.0,0.2286,13.1667,7,9,14,0,1,0.6881,1.0356,1.1606,Medium,Oncology,Southwest
HCP102084,EV2002,control_candidate,4.6667,4.6667,6.0,7.3333,-0.5143,13.5,8,19,10,0,1,0.7799,1.0456,1.1713,Medium,Oncology,Mountain
HCP102074,EV2002,control_candidate,3.0,3.0,5.0,5.2,-0.1,11.2,20,10,60,0,1,0.7799,1.0456,1.1713,High,Oncology,Mountain
HCP102413,EV2002,control_candidate,1.0,1.5,3.0,3.0,-0.2,4.6667,11,13,18,0,1,0.7799,1.0456,1.1713,Medium,Gastroenterology,Mountain
HCP101803,EV2002,control_candidate,0.3333,1.1667,2.6667,3.0,-0.3714,5.1667,2,20,9,0,1,0.6679,1.0274,0.9667,Low,Oncology,West
HCP100842,EV2002,control_candidate,8.3333,6.2,23.3333,20.6,1.1,12.0,16,17,27,0,1,0.7982,1.0537,0.984,High,Oncology,Southeast
HCP101393,EV2002,control_candidate,7.6667,6.5,12.6667,11.0,1.3429,29.0,23,17,60,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP101032,EV2002,treatment,3.3333,4.3333,14.6667,11.8333,-0.2857,15.0,13,24,38,0,1,0.6321,1.0402,1.1539,Medium,Oncology,Northeast
HCP100541,EV2002,control_candidate,3.6667,3.6667,5.3333,7.3333,0.5143,9.8333,21,6,46,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP101458,EV2002,control_candidate,0.0,0.4,1.6667,2.0,-0.3,4.0,3,20,6,0,1,0.6679,1.0274,0.9667,Medium,Gastroenterology,West
HCP100308,EV2002,control_candidate,0.6667,1.1667,1.0,2.0,-0.3143,1.5,5,8,15,0,1,0.8256,1.0282,1.4798,Low,Oncology,Midwest
HCP100889,EV2002,control_candidate,1.0,0.8333,2.3333,1.6667,0.0857,0.5,3,16,3,0,1,0.6881,1.0356,1.1606,Low,Gastroenterology,Southwest
HCP101612,EV2002,control_candidate,1.3333,1.5,1.3333,2.5,-0.0286,3.0,2,10,4,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP101074,EV2002,control_candidate,8.0,7.8333,15.0,15.0,0.2571,26.3333,26,12,39,0,1,0.7982,1.0537,0.984,High,Oncology,Southeast
HCP101097,EV2002,control_candidate,11.0,11.3333,17.6667,19.6667,-1.0857,17.8333,5,15,6,0,1,0.7982,1.0537,0.984,High,Oncology,Southeast
HCP102353,EV2002,control_candidate,2.6667,2.6667,9.6667,8.5,0.0571,19.1667,10,29,9,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP102383,EV2002,control_candidate,0.0,0.1667,0.3333,0.6667,-0.1429,6.5,7,16,8,0,1,0.6881,1.0356,1.1606,Low,Oncology,Southwest
HCP100524,EV2002,control_candidate,0.3333,0.1667,0.3333,0.3333,0.0857,1.1667,2,7,6,0,0,0.6321,1.0402,1.1539,Low,Cardiology,Northeast
HCP101675,EV2002,control_candidate,11.0,9.8,15.0,21.2,-0.2,47.8,15,17,52,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP100173,EV2002,control_candidate,0.6667,0.5,1.3333,1.0,0.1429,3.1667,6,12,15,0,0,0.6321,1.0402,1.1539,Medium,Neurology,Northeast
HCP101334,EV2002,control_candidate,1.0,1.3333,3.0,4.0,-0.2857,4.6667,8,16,13,0,1,0.7799,1.0456,1.1713,High,Oncology,Mountain
HCP101457,EV2002,control_candidate,0.6667,1.0,1.6667,2.0,-0.2857,1.0,6,13,11,0,0,0.7982,1.0537,0.984,Medium,Cardiology,Southeast
HCP100428,EV2002,control_candidate,2.3333,3.3333,6.0,8.1667,-0.0571,15.8333,8,15,2,0,1,0.6881,1.0356,1.1606,Medium,Oncology,Southwest
HCP101906,EV2002,control_candidate,3.0,3.0,6.3333,6.8,-0.0,7.2,19,10,29,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP100815,EV2002,control_candidate,1.3333,2.8333,3.0,4.3333,-0.3143,16.5,24,20,66,0,0,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP100674,EV2002,control_candidate,9.3333,7.8333,26.0,22.5,1.6286,58.3333,8,21,11,0,1,0.7799,1.0456,1.1713,High,Oncology,Mountain
HCP102486,EV2002,treatment,1.3333,1.3333,2.6667,3.3333,0.0,5.5,10,29,31,0,1,0.6679,1.0274,0.9667,Medium,Gastroenterology,West
HCP102111,EV2002,control_candidate,2.0,2.3333,6.6667,8.0,-0.1714,12.6667,14,12,12,0,1,0.6881,1.0356,1.1606,High,Gastroenterology,Southwest
HCP101878,EV2002,control_candidate,3.3333,2.2,4.6667,4.0,1.1,6.6,5,17,14,0,1,0.6881,1.0356,1.1606,Medium,Gastroenterology,Southwest
HCP101538,EV2002,control_candidate,2.6667,2.5,4.0,4.1667,0.1429,5.5,5,15,9,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP101072,EV2002,control_candidate,1.3333,1.0,3.0,2.6667,0.0571,7.1667,5,7,10,0,1,0.7982,1.0537,0.984,Medium,Gastroenterology,Southeast
HCP100770,EV2002,control_candidate,0.6667,0.8,7.3333,6.8,-0.1,3.8,11,16,13,0,1,0.8256,1.0282,1.4798,High,Oncology,Midwest
HCP100921,EV2002,control_candidate,3.0,2.1667,5.6667,4.3333,0.3143,2.1667,6,21,10,0,1,0.6679,1.0274,0.9667,Medium,Oncology,West
HCP100612,EV2002,control_candidate,2.3333,3.5,7.0,7.3333,-0.8286,9.0,6,19,11,0,1,0.6679,1.0274,0.9667,Medium,Gastroenterology,West
HCP101641,EV2002,control_candidate,2.0,4.0,8.6667,8.6667,-0.9714,11.6667,11,8,32,0,1,0.8256,1.0282,1.4798,Medium,Oncology,Midwest
HCP100400,EV2002,control_candidate,0.6667,0.5,1.0,1.3333,0.0857,1.8333,3,24,3,0,1,0.6679,1.0274,0.9667,Low,Oncology,West
HCP102425,EV2002,control_candidate,4.6667,6.8333,12.6667,14.5,-1.4571,7.8333,14,7,41,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP101871,EV2002,control_candidate,1.6667,1.8,3.3333,3.4,-0.2,4.6,6,12,4,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP100078,EV2002,control_candidate,2.3333,1.8333,5.3333,4.3333,0.1429,18.5,4,14,9,0,1,0.7799,1.0456,1.1713,Medium,Oncology,Mountain
HCP101368,EV2002,control_candidate,4.0,5.3333,10.0,17.1667,-0.0571,22.5,7,8,26,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP100074,EV2003,treatment,6.3333,8.6667,14.0,19.0,-0.9714,11.5,11,13,15,0,1,0.6679,1.0274,0.9667,Medium,Neurology,West
HCP100311,EV2003,treatment,30.3333,29.6667,68.6667,78.5,1.0286,67.1667,25,16,24,0,1,0.8256,1.0282,1.4798,High,Neurology,Midwest
HCP100504,EV2003,control_candidate,5.0,9.1667,20.6667,23.0,-2.4857,23.1667,17,22,11,0,0,0.6679,1.0274,0.9667,High,Primary Care,West
HCP100370,EV2003,control_candidate,9.0,12.6667,31.3333,31.8333,-1.4857,29.3333,25,17,54,0,1,0.7982,1.0537,0.984,High,Neurology,Southeast
HCP100313,EV2003,control_candidate,2.0,5.5,5.6667,11.1667,-2.3714,3.1667,8,18,20,0,1,0.7982,1.0537,0.984,Low,Neurology,Southeast
HCP101300,EV2003,control_candidate,11.3333,12.3333,31.0,26.5,-0.1143,44.1667,28,23,74,0,1,0.6679,1.0274,0.9667,High,Neurology,West
HCP101949,EV2003,control_candidate,5.3333,7.3333,18.6667,23.6667,-0.8571,69.1667,12,16,32,0,1,0.6321,1.0402,1.1539,High,Neurology,Northeast
HCP102217,EV2003,treatment,7.0,8.1667,16.0,18.0,-0.9429,47.6667,23,20,33,0,0,0.6679,1.0274,0.9667,Medium,Primary Care,West
HCP101838,EV2003,control_candidate,3.0,3.1667,5.0,4.8333,0.0286,14.0,0,16,0,0,1,0.6321,1.0402,1.1539,Low,Neurology,Northeast
HCP101933,EV2003,treatment,3.0,4.1667,14.6667,13.3333,-0.6571,27.0,3,11,7,0,1,0.7982,1.0537,0.984,Low,Neurology,Southeast
HCP100019,EV2003,treatment,2.6667,3.0,9.0,7.3333,0.1714,6.6667,2,12,4,0,1,0.7799,1.0456,1.1713,Low,Psychiatry,Mountain
HCP102472,EV2003,control_candidate,8.0,8.6667,23.0,20.1667,0.1714,32.3333,13,11,23,0,1,0.6679,1.0274,0.9667,High,Psychiatry,West
HCP100270,EV2003,control_candidate,10.6667,13.8333,26.3333,27.5,-3.7429,31.8333,25,5,31,0,0,0.7799,1.0456,1.1713,High,Primary Care,Mountain
HCP100506,EV2003,control_candidate,4.3333,5.1667,7.3333,10.5,-0.4286,27.8333,5,12,10,0,1,0.6321,1.0402,1.1539,Medium,Psychiatry,Northeast
HCP100481,EV2003,treatment,12.0,11.0,24.3333,29.1667,0.7429,60.1667,11,8,23,0,1,0.7016,1.0471,1.0173,High,Psychiatry,Pacific Northwest
HCP102025,EV2003,treatment,2.6667,2.1667,6.6667,4.8333,0.4857,4.3333,7,16,20,0,1,0.7982,1.0537,0.984,Medium,Psychiatry,Southeast
HCP101155,EV2003,control_candidate,8.0,7.3333,15.3333,14.1667,0.7429,46.3333,24,23,57,0,1,0.6881,1.0356,1.1606,High,Neurology,Southwest
HCP101653,EV2003,control_candidate,20.0,14.0,36.0,32.3333,3.3714,36.6667,10,16,15,0,1,0.7982,1.0537,0.984,High,Neurology,Southeast
HCP100791,EV2003,control_candidate,2.6667,3.0,8.0,9.6,-0.0,23.2,8,19,5,0,1,0.8256,1.0282,1.4798,Medium,Psychiatry,Midwest
HCP100234,EV2003,control_candidate,1.0,2.0,3.3333,4.4,-0.4,4.6,4,9,13,0,0,0.7016,1.0471,1.0173,Medium,Primary Care,Pacific Northwest
HCP102351,EV2003,control_candidate,2.0,1.1667,4.3333,3.3333,0.3714,3.6667,3,13,7,0,0,0.6679,1.0274,0.9667,Medium,Endocrinology,West
HCP101249,EV2003,control_candidate,13.0,13.8,32.6667,32.0,0.8,36.2,25,11,20,0,1,0.6321,1.0402,1.1539,High,Neurology,Northeast
HCP101807,EV2003,control_candidate,7.0,7.6667,19.0,19.6667,-0.0,44.6667,8,17,16,0,1,0.6321,1.0402,1.1539,Medium,Neurology,Northeast
HCP102405,EV2003,control_candidate,1.0,1.1667,4.3333,4.3333,-0.2571,6.0,3,14,9,0,1,0.6321,1.0402,1.1539,Low,Neurology,Northeast
HCP100926,EV2003,control_candidate,0.3333,1.0,2.0,2.1667,-0.4571,13.3333,1,13,1,0,1,0.8256,1.0282,1.4798,Low,Neurology,Midwest
HCP101841,EV2003,control_candidate,4.0,3.5,6.3333,7.3333,0.0857,6.3333,3,15,4,0,1,0.6679,1.0274,0.9667,Medium,Neurology,West
HCP102366,EV2003,treatment,8.3333,15.0,14.6667,23.2,-6.6,23.4,7,13,16,0,1,0.6321,1.0402,1.1539,Medium,Psychiatry,Northeast
HCP101777,EV2003,treatment,12.0,10.0,22.3333,20.6,1.2,10.4,16,11,44,0,1,0.6679,1.0274,0.9667,High,Psychiatry,West
HCP100466,EV2003,control_candidate,1.6667,1.3333,4.3333,2.8333,0.3429,2.6667,2,20,2,0,0,0.6321,1.0402,1.1539,Low,Primary Care,Northeast
HCP101963,EV2003,control_candidate,3.0,2.8333,7.0,6.0,0.1429,7.0,5,17,14,0,1,0.7982,1.0537,0.984,Medium,Neurology,Southeast
HCP100932,EV2003,control_candidate,7.3333,7.5,15.3333,16.6667,-0.6,20.8333,8,20,22,0,0,0.8256,1.0282,1.4798,High,Oncology,Midwest
HCP100284,EV2003,control_candidate,4.3333,4.3333,7.0,9.1667,-0.9143,24.3333,27,9,68,0,0,0.6679,1.0274,0.9667,High,Endocrinology,West
HCP102083,EV2003,control_candidate,9.6667,9.8333,20.6667,21.0,-0.1429,42.5,12,13,20,0,1,0.6321,1.0402,1.1539,Medium,Psychiatry,Northeast
HCP100202,EV2003,control_candidate,3.0,3.8333,11.6667,10.5,-0.1429,6.0,16,11,43,0,0,0.7799,1.0456,1.1713,Medium,Cardiology,Mountain
HCP100781,EV2003,control_candidate,3.6667,4.6667,12.6667,14.3333,-1.3143,26.0,8,15,5,0,1,0.6881,1.0356,1.1606,Medium,Psychiatry,Southwest
HCP101908,EV2003,control_candidate,11.3333,11.3333,22.6667,21.5,0.2857,9.0,13,22,34,0,1,0.8256,1.0282,1.4798,Medium,Neurology,Midwest
HCP102411,EV2003,control_candidate,15.0,13.0,22.0,26.6667,2.1714,45.0,8,15,9,0,1,0.7982,1.0537,0.984,High,Neurology,Southeast
HCP100698,EV2003,control_candidate,0.6667,1.0,1.6667,2.6667,-0.1714,2.1667,5,9,7,0,0,0.6679,1.0274,0.9667,Low,Primary Care,West
HCP102357,EV2003,control_candidate,5.3333,5.4,12.6667,13.2,-0.4,20.2,7,10,25,0,1,0.6321,1.0402,1.1539,Medium,Neurology,Northeast
HCP100556,EV2003,treatment,6.0,4.3333,11.3333,11.0,0.6286,16.0,5,13,9,0,1,0.7982,1.0537,0.984,Medium,Neurology,Southeast
HCP100289,EV2003,control_candidate,7.6667,8.0,16.0,15.1667,-0.2857,12.8333,9,20,7,0,1,0.6679,1.0274,0.9667,Medium,Neurology,West
HCP102110,EV2003,control_candidate,11.0,18.0,53.6667,71.0,-2.9714,70.6667,20,23,36,0,1,0.7799,1.0456,1.1713,High,Neurology,Mountain
HCP101049,EV2003,control_candidate,6.3333,5.5,14.6667,15.8333,0.4286,15.5,14,12,35,0,0,0.6881,1.0356,1.1606,High,Primary Care,Southwest
HCP102048,EV2003,control_candidate,12.0,14.8333,21.0,25.0,-2.1429,38.1667,18,16,40,0,1,0.8256,1.0282,1.4798,High,Neurology,Midwest
HCP101392,EV2003,control_candidate,21.0,22.8,54.0,48.4,-4.0,53.6,45,19,132,0,0,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP101705,EV2003,control_candidate,3.0,3.6667,5.6667,5.5,-0.6286,3.8333,1,14,2,0,1,0.6679,1.0274,0.9667,Low,Psychiatry,West
HCP102326,EV2003,control_candidate,12.3333,12.2,35.6667,29.0,-0.8,53.4,26,18,74,0,1,0.7982,1.0537,0.984,High,Psychiatry,Southeast
HCP101454,EV2003,control_candidate,21.6667,26.6,69.0,69.8,-6.2,113.8,27,14,75,0,1,0.6881,1.0356,1.1606,High,Neurology,Southwest
HCP102158,EV2003,control_candidate,16.3333,14.3333,32.6667,31.3333,0.8,34.3333,25,14,18,0,1,0.6321,1.0402,1.1539,High,Psychiatry,Northeast
HCP100154,EV2003,control_candidate,11.0,13.8333,20.6667,22.8333,-1.9714,21.3333,7,11,17,0,1,0.6881,1.0356,1.1606,Medium,Neurology,Southwest
HCP101874,EV2003,treatment,3.0,5.0,11.6667,15.0,-0.8571,13.6667,3,12,6,0,1,0.6881,1.0356,1.1606,Low,Neurology,Southwest
HCP100621,EV2003,control_candidate,6.0,5.8333,12.6667,11.1667,0.4286,19.0,1,11,3,0,1,0.7799,1.0456,1.1713,Low,Neurology,Mountain
HCP101420,EV2003,control_candidate,14.3333,12.3333,50.0,48.1667,0.9714,25.5,22,16,35,0,1,0.7982,1.0537,0.984,High,Psychiatry,Southeast
HCP101456,EV2003,control_candidate,2.0,2.8333,5.0,4.8333,-0.2,13.8333,5,18,14,0,0,0.8256,1.0282,1.4798,Low,Cardiology,Midwest
HCP101740,EV2003,control_candidate,13.3333,16.6667,20.3333,26.0,-2.4571,23.1667,13,29,9,0,1,0.7982,1.0537,0.984,Medium,Psychiatry,Southeast
HCP101917,EV2003,treatment,18.3333,21.5,43.6667,52.0,-1.8,80.8333,19,14,41,0,1,0.7982,1.0537,0.984,High,Neurology,Southeast
HCP100283,EV2003,control_candidate,2.3333,1.4,4.3333,3.0,0.9,3.2,2,16,6,0,0,0.6881,1.0356,1.1606,Low,Dermatology,Southwest
HCP100195,EV2003,control_candidate,8.3333,9.3333,15.0,20.6667,-0.6857,27.5,7,11,11,0,0,0.6679,1.0274,0.9667,Medium,Cardiology,West
HCP102279,EV2003,control_candidate,2.3333,2.3333,5.0,4.6667,0.2286,3.3333,3,16,10,0,1,0.8256,1.0282,1.4798,Low,Neurology,Midwest
HCP101691,EV2003,control_candidate,2.0,1.5,3.3333,2.5,0.5429,3.0,3,13,3,0,0,0.6881,1.0356,1.1606,Low,Primary Care,Southwest
HCP100407,EV2003,control_candidate,11.0,12.1667,20.0,22.1667,-0.2,29.1667,24,13,85,0,1,0.6321,1.0402,1.1539,High,Neurology,Northeast
HCP100577,EV2003,treatment,2.0,1.1667,2.3333,1.3333,0.1429,7.0,4,17,6,0,1,0.6679,1.0274,0.9667,Low,Neurology,West
HCP100889,EV2003,control_candidate,0.3333,1.3333,4.0,4.8333,-0.5143,9.0,3,16,3,0,0,0.6881,1.0356,1.1606,Low,Gastroenterology,Southwest
HCP102171,EV2003,control_candidate,1.6667,4.6667,5.0,8.6667,-2.1143,28.0,6,17,10,0,1,0.6321,1.0402,1.1539,Medium,Psychiatry,Northeast
HCP101911,EV2003,control_candidate,3.0,3.1667,5.0,5.5,-0.2,6.0,4,10,11,0,0,0.7799,1.0456,1.1713,Low,Primary Care,Mountain
HCP101652,EV2003,control_candidate,8.0,10.6,20.0,21.2,-2.6,29.8,16,16,49,0,0,0.6881,1.0356,1.1606,Medium,Primary Care,Southwest
